device_id,timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gravity_x,gravity_y,gravity_z,lux,lin_x,lin_y,lin_z,mag_x,mag_y,mag_z,battery,battery_status,screen_state,network_type,pressure,proximity,latitude,longitude,top_app,audio_isWiredHeadsetOn,audio_isBluetoothHeadsetConnected,audio_isBluetoothA2dpOutput,audio_isSpeakerOn,audio_ringerMode,audio_mediaVolume,audio_connectedBluetoothDevices,unlock,notif_pkg,notif_removed,screen_check,notif_count
726ad5d6e9bc2a42,2025-06-18 00:32:41,,,,,,,,,,,,,,,,,,,,,,,,,One UI 홈,,,,,,,,,,,,
726ad5d6e9bc2a42,2025-06-18 00:32:43,,,,,,,,,,,,,,,,,,,,,,,,,com.google.android.youtube,,,,,,,,,,,,
726ad5d6e9bc2a42,2025-06-18 00:32:45,,,,,,,,,,,,,,,,,,,,,,,,,com.kakao.talk,,,,,,,,,,,,
726ad5d6e9bc2a42,2025-06-18 00:32:43,0.03589234,-0.007178468,9.667004,-0.000152716,-0.000152716,-0.000305432,0.035463464,-0.014498724,9.806576,35.9775,-0.000799142,0.00404706,0.001338005,-21.65625,-25.1625,-94.537506,,,,,1002.3501,,37.3972743,126.9484215,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:32:56,-0.078963146,-0.9954142,11.30848,-0.32024586,-1.2730422,-0.36376998,-1.7068334,0.3979013,9.648771,20.9925,-2.2400308,0.8670443,-0.12708282,35.737503,-21.6,-33.768753,,,,,1002.40137,,37.3972815,126.9483976,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:07,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:07,,,,,,,,,,,,,,,,,,DISCHARGING,,,,,,,,,,,,,,,,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:06,0.011964113,-0.15553348,-10.018748,-0.000305432,0.000458149,-0.000305432,0.010978654,-0.15092464,-9.805482,2.97,0.005877323,-0.001711682,-0.001804352,5.25,37.706253,47.79375,,,,,1002.34863,,37.397277,126.9484119,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:16,-0.002392823,-0.14356937,-10.030712,0,0.000152716,-0.000610865,0.013186296,-0.15563367,-9.805407,2.97,0.00053399,-0.000522152,-0.00094986,6.6937504,37.6875,47.04375,,,,,1002.3584,,37.3972739,126.948402,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:26,0.011964113,-0.1363909,-10.04507,0.000152716,0,-0.000305432,0.011315445,-0.15533742,-9.805413,2.97,-0.007132116,0.002012521,-0.00538826,5.2125,36.768753,47.737503,,,,,1002.3633,,37.3972944,126.9484101,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:36,0.009571291,-0.16510476,-10.035499,0,0,-0.000458149,0.007170063,-0.15657869,-9.805397,2.97,0.001552892,0.003273994,-0.002169609,6.01875,37.78125,47.006252,,,,,1002.35034,,37.3972758,126.9484203,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:46,0,-0.16510476,-10.018748,0.000152716,0.000152716,-0.000152716,0.007321229,-0.15599056,-9.805407,2.97,-0.007151272,0.001042664,-0.002292633,6.1312504,37.10625,47.475002,,,,,1002.3628,,37.397297,126.9484156,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:33:56,0.004785645,-0.16031912,-10.037891,0,0.000152716,-0.000152716,0.007314721,-0.15271248,-9.805458,2.97,0.000378553,0.001046106,0.005884171,1.85625,35.5875,50.625004,,,,,1002.3635,,37.3972705,126.9484159,,FALSE,TRUE,TRUE,TRUE,Silent,8,Galaxy Buds Pro (ADD5),,,,,
726ad5d6e9bc2a42,2025-06-18 00:34:05,,,,,,,,,,,,,,,,,,,,,,,,,One UI 홈,,,,,,,,,,,,
